,description,tables
205,"Таблица technique содержит информацию о технологических параметрах бурения скважин. Таблица имеет поля:  id - идентификатор записи,  well_id - идентификатор скважины,  date - дата,  duty_per_day - продолжительность работы в день,  name - наименование,  version - версия,  work_per_day - выполненная работа в день,  casing_column - параметры колоны,  work_stage - этап работы,  notes - дополнительные замечания,  total_hours_work_per_stage - общее количество отработанных часов в этапе,  total_hours_duty_per_stage - общее количество отработанных часов в день в этапе,  work_per_section - выполенная работа в секции,  duty_per_section - продолжительность работы в секции,  total_hours_work - общее количество отработанных часов,  total_hours_duty - общее количество отработанных часов в день.","technique: ['id', 'well_id', 'date', 'duty_per_day', 'name', 'version', 'work_per_day', 'casing_column', 'work_stage', 'notes', 'total_hours_work_per_stage', 'total_hours_duty_per_stage', 'work_per_section', 'duty_per_section', 'total_hours_work', 'total_hours_duty']"
206,"Таблица trajectory_elements содержит информацию о элемендах траектории бурения скважин. Таблица имеет поля: id - идентификатор элемента траектории, version - версия элемента траектории, trajectory_group_id - идентификатор группы траектории, po_depth - глубина по измерительной точке, zenith_angle - наклонный угол, azimuth - поворотный угол, lengthening - увеличение глубины, vertical_depth - глубина по вертикали, absolut_depth - абсолютная глубина, deviation_from_mouth - отклонение от ротации, local_shift_to_north - сдвиг в широту местом местный, local_shift_to_east - сдвиг в меридиан местом местный, global_shift_to_north - глобальный сдвиг в широту, global_shift_to_east - глобальный сдвиг в меридиан, spatial_intensity - интенсивность пространства, depth_gain - прирост глубины, turning_rate - скорость поворота, comment - комментарий к элементу, closure_distance - расстояние до замыкания.","trajectory_elements: ['id', 'version', 'trajectory_group_id', 'po_depth', 'zenith_angle', 'azimuth', 'lengthening', 'vertical_depth', 'absolut_depth', 'deviation_from_mouth', 'local_shift_to_north', 'local_shift_to_east', 'global_shift_to_north', 'global_shift_to_east', 'spatial_intensity', 'depth_gain', 'turning_rate', 'comment', 'closure_distance']"
207,"Таблица test_method содержит информацию о методах тестирования. Таблица имеет поля: id - идентификатор метода, version - версия метода, project_id - идентификатор проекта, test_interval_from - период тестирования с начала, test_interval_to - период тестирования по конец, calling_inflow - воспринимаемый приток жидкости, depression_on_formation - давление ниже образования, fluid_type - тип жидкости, expected_debit_from - ожидаемый расход с начала, expected_debit_to - ожидаемый расход по конец, permeability_min - минимальная проницаемость, permeability_max - максимальная проницаемость, number_of_research_modes - количество модов исследований.","test_method: ['id', 'version', 'project_id', 'test_interval_from', 'test_interval_to', 'calling_inflow', 'depression_on_formation', 'fluid_type', 'expected_debit_from', 'expected_debit_to', 'permeability_min', 'permeability_max', 'number_of_research_modes']"
208,"Таблица testing_equipment содержит информацию об оборудовании для тестирования скважин. Таблица имеет поля: id - идентификатор оборудования, version - версия оборудования, project_id - идентификатор проекта, test_interval_from - интервал тестирования от, test_interval_to - интервал тестирования до, installation_type - тип установки, fontan_armatura_type - тип фонтана и арматуры, preventor_type - тип предохранителя, downhole_equipment_type - тип забоя, installation_depth - глубина установки.","testing_equipment: ['id', 'version', 'project_id', 'test_interval_from', 'test_interval_to', 'installation_type', 'fontan_armatura_type', 'preventor_type', 'downhole_equipment_type', 'installation_depth']"
209,"Таблица user_access_to_well_pad содержит информацию о доступе пользователя к площадке бурения. Таблица имеет поля:  Поле pad_id  - идентификатор площадки бурения,  field_name - наименование площадки бурения,  wellpad_name - наименование буровой скважины, field_address - адрес площадки бурения,  field_status - статус площади, field_code - код площади, owner_id - идентификатор владельца, status - статус доступа, request_date - дата запроса,  request_time - время запроса,  respondent_id - идентификатор ответственного,  respondent_name - наименование ответственного,  respondent_email - электронная почта ответственного,  respondent_phone - телефон ответственного,  date_of_issue - дата выдачи доступа,  date_of_expiration - дата истечения срока действия доступа.","user_access_to_well_pad: ['pad_id', 'user_id']"
210,"Таблица user_admin_allowed_permissions_to_assign содержит разрешения, которые администратор может присвоить пользователям. Таблица имеет поля:  Поле user_id - идентификатор пользователя,  поле permission_code - код разрешения.","user_admin_allowed_permissions_to_assign: ['user_id', 'permission_code']"
211,"Таблица user_settings содержит информацию об настройках пользователей. Таблица имеет поля: id, user_id, data.  Поники по этой таблице можно описать а так: id - номер записи  user_id - уникальный идентификатор пользователя data - хранит дополнительную информацию о настройках пользователя.","user_settings: ['id', 'user_id', 'data']"
212,"Таблица supervising_violation содержит информацию о нарушениях при осмотре скважин. Таблица имеет поля: id, well_id, version, date, work_stage, committed_violation_organisation, identified_inconsistencies.","supervising_violation: ['id', 'well_id', 'version', 'date', 'work_stage', 'committed_violation_organisation', 'identified_inconsistencies']"
213,"Таблица техническое_поддержка_работ содержит информацию о Technical maintenance work. Таблица имеет поля: Поле id, duration_hours - продолжительность выполнения работ в часах, status - статус выполнения работ, date_fact - фактиальная дата выполнения работ, date_plan - запланированная дата выполнения работ, date_monitoring - дата мониторинга выполнения работ, acts - акты выполнения работ, time_normative_id - идентификатор.normative времени, version - версия.","technical_maintenance_work: ['id', 'duration_hours', 'status', 'date_fact', 'date_plan', 'date_monitoring', 'acts', 'time_normative_id', 'version']"
214,Таблица user_permissions содержит информацию о разрешениях пользователей. Таблица имеет поля:  Поле user_id - идентификатор пользователя;  Поле permission_code - код разрешения.,"user_permissions: ['user_id', 'permission_code']"
215,"Таблица vmr_fuel содержит информацию о потреблении топлива на скважинах. Таблица имеет поля: Поле id - уникальный номер записи, well_id - идентификатор связанной скважины, balance - баланс остатков топлива, date - дата, fuel_name - наименование топлива, income - выручка, income_all_time - общая выручка за все время, income_per_day - ежедневная выручка, técnique_name - наименование используемой техники, total_vmr_time - общее время ВМР, total_vmr_time_per_shift - время ВМР за смену, unit - единица измерения топлива, version - версия записи, work_per_day - выполненная работа за день, work_per_shift - выполненная работа за смену.","vmr_fuel: ['id', 'well_id', 'balance', 'date', 'fuel_name', 'income', 'income_all_time', 'income_per_day', 'technique_name', 'total_vmr_time', 'total_vmr_time_per_shift', 'unit', 'version', 'work_per_day', 'work_per_shift']"
216,"Таблица well_calendar_schedule содержит информацию об утвержденном и фактическом календарном графике бурения скважин. Таблица имеет поля:  Поле id - уникальный идентификатор записи,  поле version - версия записи,  поле well_id - идентификатор скважины,  поле construction_cycle - этап строительства скважины,  поле start_plan - запланированная дата начала работ,  поле end_plan - запланированная дата окончания работ,  поле days_count_plan - запланированное количество дней,  поле start_fact - фактическая дата начала работ,  поле end_fact - фактическая дата окончания работ,  поле days_count_fact - фактическое количество дней,  поле type - тип графика.","well_calendar_schedule: ['id', 'version', 'well_id', 'construction_cycle', 'start_plan', 'end_plan', 'days_count_plan', 'start_fact', 'end_fact', 'days_count_fact', 'type']"
217,"Таблица well_calendar_schedule_item содержит информацию о конкретных пунктах планов по бурению. Таблица имеет поля:  Поле id - уникальный идентификатор пункта плана, version - версия данных о пункте плана, well_calendar_schedule_id - связь с основной таблицей шCEDул расписания бурения, start_plan - запланированная дата начала работ, end_plan - запланированная дата окончания работ, days_count_plan - запланированное количество дней для выполнения работ, start_fact - фактическая дата начала работ, end_fact - фактическая дата окончания работ, days_count_fact - фактическое количество дней для выполнения работ, item_order - порядковый номер пункта плана, casing_column - информация о стволе колонны,  assimilation_work_category_key - ключ значение для категории хабарусских работ, assimilation_work_category - наименование категории хабарусских работ, type - тип элемента плана.","well_calendar_schedule_item: ['id', 'version', 'well_calendar_schedule_id', 'start_plan', 'end_plan', 'days_count_plan', 'start_fact', 'end_fact', 'days_count_fact', 'item_order', 'casing_column', 'assimilation_work_category_key', 'assimilation_work_category', 'type']"
218,"Таблица well_access содержит информацию о доступе к скважинам. Таблица имеет поля: id - идентификатор доступа, version - версия доступа, username - имя пользователя, pad - поля буровой площадки.","well_access: ['id', 'version', 'username', 'pad']"
219,Таблица well_completion_common_info содержит общую информацию о завершении скважин.  Таблица имеет поля:  id - номер идентификатор; well_id - идентификатор скважины; date - дата; lift_type - тип поездки; current_depth - текущая глубина; horizon - горизонт; customer - заказчик; supervisor - надзиратель; contractor_completion - исполнователь окончательного этапа; lift_serial_number - серийный номер системы подъёма; artificial_depth - искусственная глубина; contractor_gnkt - исполнитель геологоразведочной работы; contractor_grp - исполнитель геофизических работ; contractor_gis - исполнитель геологоразведочных работ; contractor_gti - исполнитель геологоразведочно-технологических робіт; lift_start_date - дата начала поездки; lift_end_date - дата окончания поездки.,"well_completion_common_info: ['id', 'well_id', 'date', 'lift_type', 'current_depth', 'horizon', 'customer', 'supervisor', 'contractor_completion', 'lift_serial_number', 'artificial_depth', 'contractor_gnkt', 'contractor_grp', 'contractor_gis', 'contractor_gti', 'lift_start_date', 'lift_end_date']"
220,"Таблица users содержит информацию о пользователях.  Таблица имеет поля:  - id - уникальный номер пользователя,  - username - логин пользователя,  - role_old - старое роль пользователя,  - organization - название организации пользователя,  - phone_number - номер телефона пользователя,  - email - электронная почта пользователя,  - keycloak_id - идентификатор пользователя в системе Keycloak,  - operation_status - статус выполнения операций пользователем,  - created_by - пользователь, создавший запись,  - created_date - дата создания записи,  - last_modified_by - пользователь, который последний раз изменял запись,  - last_modified_date - дата последнего изменения записи,  - status - текущий статус записи.","users: ['id', 'username', 'role_old', 'organization', 'phone_number', 'email', 'keycloak_id', 'operation_status', 'created_by', 'created_date', 'last_modified_by', 'last_modified_date', 'status']"
221,"Таблица well_completion_brigade_composition содержит информацию о составе бригады по окончательному оборудованию скважин. Таблица имеет поля: Идентификатор id - уникальный номер записи, well_id - идентификатор скважины, title - название состава бригады, name - наименование состава бригады, shift - сменный состав бригады.","well_completion_brigade_composition: ['id', 'well_id', 'title', 'name', 'shift']"
222,"Таблица well_completion_chemical_reagent_consumption содержит информацию о расходе химических реагентов при заполнении скважин. Таблица имеет поля: Поле id - идентификатор записи, well_id - идентификатор скважины, date - дата записи, name - наименование химического реагента, income_per_day - дневной доход, expense_per_day - дневные расходы, expense_from_building_start - расходы с начала строительства, arrival - прибытие, balance - остаток, version - версия записи, unit - единица измерения, type - тип химического реагента, work_category - категория работы.","well_completion_chemical_reagent_consumption: ['id', 'well_id', 'date', 'name', 'income_per_day', 'expense_per_day', 'expense_from_building_start', 'arrival', 'balance', 'version', 'unit', 'type', 'work_category']"
223,"Таблица well_completion_equipment содержит информацию о эксляментах для замPIP и завершения обсады скважины. Таблица имеет поля:  Поле id - идентификатор экслямента, FIELD well_id - идентификатор скважины,  Поле device_size - размер обустройства глубинного излива,  Поле column_head_size - размер колонки главной группы ответвлений,  Поле fontan_armatura_size - размер фонтанного арматуры,  Поле preventor_size - размер предотвратителя эрозии,  Поле pressure - наж.ст. для замPIP и завершения обсады скважины.","well_completion_equipment: ['id', 'well_id', 'device_size', 'column_head_size', 'fontan_armatura_size', 'preventor_size', 'pressure']"
224,"Таблица well содержит информацию о скважинах. Таблица имеет поля: id, well, customer, name, status, project_id, contract_id, item_order, wellhead_coordinates_offset_to_the_north, wellhead_coordinates_offset_to_the_east, altitude, vertical_azimuth, total_correction, well_pad_id, wellprofile_type, is_introductory, zone_id, global_longitude, global_latitude, crs_type.","well: ['id', 'well', 'customer', 'name', 'status', 'project_id', 'contract_id', 'item_order', 'wellhead_coordinates_offset_to_the_north', 'wellhead_coordinates_offset_to_the_east', 'altitude', 'vertical_azimuth', 'total_correction', 'well_pad_id', 'wellprofile_type', 'is_introductory', 'zone_id', 'global_longitude', 'global_latitude', 'crs_type']"
225,"Таблица waste_generation_accounting содержит информацию по учету отходов бурения скважин.  Таблица имеет поля:  id - уникальный идентификатор записи; well_id - идентификатор скважины; act_number - номер акта; casing_column - параметры консольной колонны; date - дата; fact_jfob - фактическая стоимость готовой продукции (т.е. бурения); fact_tfob - фактическая стоимость выполнения работ; plan_jfob - плановая стоимость готовой продукции (т.е. бурения); plan_tfob - плановая стоимость выполнения работ; ttn_number - номер справки об уплате налога; version - версия документа; fact_bsh - фактическое время бурения скважины; fact_bsv - фактиическое время сборки и установления; fact_buffer - фактическое время.buffer; fact_cr_remains - фактическое количество остатков; fact_mixing_zone - фактический объем зоны смешения; fact_obr - фактическое количество obr (работ, где обр означает оборонно-служебный работе); liquor_type - тип спиртного.","waste_generation_accounting: ['id', 'well_id', 'act_number', 'casing_column', 'date', 'fact_jfob', 'fact_tfob', 'plan_jfob', 'plan_tfob', 'ttn_number', 'version', 'fact_bsh', 'fact_bsv', 'fact_buffer', 'fact_cr_remains', 'fact_mixing_zone', 'fact_obr', 'liquor_type']"
226,"Таблица well_completion_absorption содержит информацию о процессе всасывания жидкости при герметизации скважин.  Таблица имеет поля: id, well_id, stage, date, liquor_type, density, absorption_rate, volume_lost_per_day, volume_lost_per_stage, total, notes.","well_completion_absorption: ['id', 'well_id', 'stage', 'date', 'liquor_type', 'density', 'absorption_rate', 'volume_lost_per_day', 'volume_lost_per_stage', 'total', 'notes']"
227,"Таблица well_completion_grp содержит информацию о группировке по завершению скважин. Таблица имеет поля:  id - идентификатор записи,  well_id - идентификатор скважины,  up - описание состояния верхней части скважины,  port_installation_place - расположение установки порта,  paker_installation_place - расположение установки пака,  plast - описание состояния порта,  notes - дополнительные пометки по завершению скважин.","well_completion_grp: ['id', 'well_id', 'up', 'port_installation_place', 'paker_installation_place', 'plast', 'notes']"
228,"Таблица well_completion_liquid_consumption содержит информацию о расходах жидкостей в процессе завершения скважины. Таблица имеет поля:  - id - идентификатор записи расходов, - well_id - идентификатор скважины,  - date - дата проведения расходов, - name - наименование жидкости,  - density - плотность жидкости, - volume_ready - объем жидкости в готовом состоянии, - absorption_lost - количество жидкости, теряемой в результате поглощения, - ground_lost - количество жидкости, теряемой в результате потерь на грунте, - volume_lost - общий объем жидкости, теряемой в процессе, - volume_transported - объем жидкости, перевезенного.","well_completion_liquid_consumption: ['id', 'well_id', 'date', 'name', 'density', 'volume_ready', 'absorption_lost', 'ground_lost', 'volume_lost', 'volume_transported']"
229,"Таблица well_completion_liquid_param_actual содержит информацию о фактических параметрах жидкостей при завершении скважин. Таблица имеет поля: идентификатор, идентификатор скважины, дата измерения, тип жидкости, плотность, вязкость, фильтрационная способность, pH, содержание газа, объем жидкости.","well_completion_liquid_param_actual: ['id', 'well_id', 'date', 'type', 'density', 'viscosity', 'filtration', 'ph', 'gas', 'amount']"
230,Таблица well_completion_liquid_param_plan содержит информацию о параметрах жидкостей бурения. Таблица имеет поля:  - id - идентификатор плана. - well_id - ссылка на скважину. - type - тип жидкости. - density - плотность жидкости. - viscosity - вязкость жидкости. - filtration - фильтрация жидкости. - ph - показатель кислотности жидкости. - gas - содержание газа в жидкости. - amount - объём жидкости.,"well_completion_liquid_param_plan: ['id', 'well_id', 'type', 'density', 'viscosity', 'filtration', 'ph', 'gas', 'amount']"
231,"Таблица well_completion_plan_templates содержит информацию о шаблонах планов завершения скважин. Таблица имеет поля: id, title - название шаблона, well_type - тип скважины, default_days_type - тип дней по умолчанию, is_can_delete - возможность удаления шаблона, completion_days - количество днейrequired для завершения скважины.","well_completion_plan_templates: ['id', 'title', 'well_type', 'default_days_type', 'is_can_delete', 'completion_days']"
232,"Таблица well_completion_pipe_data содержит информацию о трубах для завершения скважин. Таблица имеет поля: Поле id - уникальный идентификатор записи, well_id - идентификатор скважины, name - наименование трубы, inner_diameter - внутренний диаметр трубы, length - длина трубы, narastauchaya_length - длина нераспределенной части трубы.","well_completion_pipe_data: ['id', 'well_id', 'name', 'inner_diameter', 'length', 'narastauchaya_length']"
233,"Таблица well_completion_surface_liquid содержит информацию о поверхности жидкости бурения скважин. Таблица имеет поля: id - идентификатор записи, version - версия записи, well_id - идентификатор скважины, date - дата бурения, name - название жидкости, density - плотность жидкости, volume - объем жидкости, comment - комментарий к записи.","well_completion_surface_liquid: ['id', 'version', 'well_id', 'date', 'name', 'density', 'volume', 'comment']"
234,"Таблица well_field_plans содержит информацию о планах бурения. Таблица имеет поля: id, title, drilling_plan_revision_id.","well_field_plans: ['id', 'title', 'drilling_plan_revision_id']"
235,"Таблица well_construction_plan содержит информацию о планах по сооружению скважин. Таблица имеет поля: id - идентификатор планы, version - версия планы, well_id - идентификатор скважины, casing_column - информация об эскизном столбе шахтного цемента, casing_column_diameter - диаметр эскизного столба, open_hole_diameter - диаметр открытого керна, wall_thickness - толщина стенки, threaded_connection_type - тип-thread- соединения, steel_strength_group - группа прочности стали, weight_per_meter - вес на метр, drilling_borehole_interval_from - начальный интервал бурения скважины, drilling_borehole_interval_to - конечный интервал бурения скважины, casing_lowering_interval_from - начальный интервал опускания шахтного цемента, casing_lowering_interval_to - конечный интервал опускания шахтного цемента, cement_slurry_lifting_height_from - начальная высота подъема цементного молока, cement_slurry_lifting_height_to - конечная высота подъема цементного молока, inner_diameter - внутренняя диаметр, casing_lowering_interval_from_vertical - начальный вертикальный интервал опускания шахтного цемента, casing_lowering_interval_to_vertical - конечный вертикальный интервал опускания шахтного цемента, cavernosity_coefficient - коэффициент пустотности.","well_construction_plan: ['id', 'version', 'well_id', 'casing_column', 'casing_column_diameter', 'open_hole_diameter', 'wall_thickness', 'threaded_connection_type', 'steel_strength_group', 'weight_per_meter', 'drilling_borehole_interval_from', 'drilling_borehole_interval_to', 'casing_lowering_interval_from', 'casing_lowering_interval_to', 'cement_slurry_lifting_height_from', 'cement_slurry_lifting_height_to', 'inner_diameter', 'casing_lowering_interval_from_vertical', 'casing_lowering_interval_to_vertical', 'cavernosity_coefficient']"
236,"Таблица well_completion_mtr_consumption содержит информацию по потреблению материалов в завершении скважин. Таблица имеет поля:  идентификатор id,  идентификатор скважины well_id.  Дата значений date.  Название потребляемого материала name.  Единицы измерения unit.  Прибыль на день income_per_day,  Расходы на день expense_per_day.  Расходы с момента начала строя натакussions expense_from_building_start,  Сумма баланса balance.","well_completion_mtr_consumption: ['id', 'well_id', 'date', 'name', 'unit', 'income_per_day', 'expense_per_day', 'expense_from_building_start', 'balance']"
237,"Таблица well_completion_plan_template_items содержит информацию о позициях в шаблоне плана завершения скважины. Таблица имеет поля:  Поле id - уникальный номер записи,  item_order - порядок позиции в шаблоне, stage_title - название этапа, на котором осуществляется бурение, project_days - общее число дней необходимое для выполнения всех этапов комплекса, average_days - среднее количество дней необходимое для выполнения одного этапа, plan_days - время положенное на выполнение этого этапа на основе плана, is_added_to_template - флаг, указывающий, добавлена ли эта позиция в шаблон, template_id - идентификатор шаблона, к которому относится эта позиция.","well_completion_plan_template_items: ['id', 'item_order', 'stage_title', 'project_days', 'average_days', 'plan_days', 'is_added_to_template', 'template_id']"
238,"Таблица well_construction_actual содержит информацию о фактической конструкции скважин. Таблица имеет поля: идентификатор, well_id - идентификатор скважины, casing_lowering_interval_to - интервал опускания труб кара, open_hole_diameter - диаметр открытого бурения, version - версия, casing_column - стойка труб, casing_column_diameter - диаметр стойки труб, wall_thickness - толщина стены, threaded_connection_type - тип стопорного соединения, steel_strength_group - группа по прочности стали, weight_per_meter - вес на метр, drilling_borehole_interval_from - интервал отворота скважины, drilling_borehole_interval_to - интервал отворота скважины, casing_lowering_interval_from - интервал опускания труб кара, cement_slurry_lifting_height_from - минимальная высота подъема бетонного раствора, cement_slurry_lifting_height_to - максимальная высота подъема бетонного раствора, inner_diameter - внутренний диаметр, casing_lowering_interval_from_vertical - вертикальный интервал опускания труб кара, casing_lowering_interval_to_vertical - вертикальный интервал опускания труб кара, cavernosity_coefficient - коэффициент пористости, mkd - неизвестное значение.","well_construction_actual: ['id', 'well_id', 'casing_lowering_interval_to', 'open_hole_diameter', 'version', 'casing_column', 'casing_column_diameter', 'wall_thickness', 'threaded_connection_type', 'steel_strength_group', 'weight_per_meter', 'drilling_borehole_interval_from', 'drilling_borehole_interval_to', 'casing_lowering_interval_from', 'cement_slurry_lifting_height_from', 'cement_slurry_lifting_height_to', 'inner_diameter', 'casing_lowering_interval_from_vertical', 'casing_lowering_interval_to_vertical', 'cavernosity_coefficient', 'mkd']"
239,"Таблица well_drilling_plan_templates содержит информацию о шаблонах планов бурения скважин. Таблица имеет поля:  Поле id - уникальный идентификатор шаблона,  title - название шаблона,  well_type - тип скважины,  content - содержание шаблона,  drilling_days - количество дней бурения.","well_drilling_plan_templates: ['id', 'title', 'well_type', 'content', 'drilling_days']"
240,"Таблица well_pad_plan_drilling_templates содержит информацию о шаблонах планирования бурения для площадки. Таблица имеет поля:  Поле id - идентификатор шаблона,  цена template_cost - общая стоимость шаблона,  название title - название шаблона, stages - этапы бурения,  залог initial_deposit - залог, пригодный для направления согласно программе,  время вЂќ время drilling_time - общее время бурения,  качество качества drilling - общий коэффицент качество,  химических веществ化学 reagent - расход химических веществ,  экологический вред environmental_impact - общий экологический вред.","well_pad_plan_drilling_templates: ['id', 'title']"
241,"Таблица wells содержит информацию о скважинах. Таблица имеет поля:  Вскрытие - идентификатор скважины, годовая_планируемая_датаВскрытия - планируемая дата начала бурения скважины, годовая_фактическая_датаВскрытия - фактическая дата начала бурения скважины, версия - номер версии скважины, id_skv - идентификатор скважины.","well_introductory: ['id', 'date_plan', 'date_fact', 'version', 'well_id']"
242,"Таблица well_status_historic содержит историю статусов скважин. Таблица имеет поля: Поле id, идентификатор записи.  Поле well_id, код скважины.  Поле version, версия статуса.  Поле status, текущий статус скважины.  Поле status_date, дата изменения статуса.  Поле input_type, тип ввода изменения статуса.","well_status_historic: ['id', 'well_id', 'version', 'status', 'status_date', 'input_type']"
243,"Таблица work_of_special_technic содержит информацию о специалистной технике, используемой в процессе бурения скважин. Таблица имеет поля: id, version - версия записи, project_id - идентификатор проекта, operation_type - тип операции, operation_name - название операции, vehicle_name - наименование транспортной техники, quantity - количество использованной техники, unit - единица измерения количества, total_quantity - обобщенное количество использованной техники.","work_of_special_technic: ['id', 'version', 'project_id', 'operation_type', 'operation_name', 'vehicle_name', 'quantity', 'unit', 'total_quantity']"
244,"Таблица well_summary_cost_entity содержит информацию о(cost, pv, npv, pnv) основных единицах в стоимостях бурения. Таблица имеет поля:  Поле id - идентификатор строки, well_id - код скважины, cost - общая стоимость, pv - точка текущего возного потенциала, npv - эффективная текущая стоимость, pnv - будущая возможная стоимость,  summary_cost_by_casing_column_list - список расходов по обсадочным элементам.","well_summary_cost_entity: ['id', 'well_id', 'cost', 'pv', 'npv', 'pnv', 'summary_cost_by_casing_column_list']"
245,"Таблица well_pad_plans содержит информацию о планах бурения и промысла.  Таблица имеет поля: id, title, well_field_plan_id, project_id, contract_id, kgs_building_date_start, kgs_building_duration_days, kgs_building_date_end, vmr_assembling_date_start, vmr_assembling_days, vmr_assembling_date_end, vmr_disassembling_date_start, vmr_disassembling_days, vmr_disassembling_date_end, completion_date_start, completion_min_distance_for_completion_rig, completion_date_end, drilling_date_start, drilling_date_end, kgs_arrangement_date_start, kgs_arrangement_duration_days, kgs_arrangement_date_end, drilling_company, latitude, longitude, well_pad_plan_template_id, drilling_rig_id","well_pad_plans: ['id', 'title', 'well_field_plan_id', 'project_id', 'contract_id', 'kgs_building_date_start', 'kgs_building_duration_days', 'kgs_building_date_end', 'vmr_assembling_date_start', 'vmr_assembling_days', 'vmr_assembling_date_end', 'vmr_disassembling_date_start', 'vmr_disassembling_days', 'vmr_disassembling_date_end', 'completion_date_start', 'completion_min_distance_for_completion_rig', 'completion_date_end', 'drilling_date_start', 'drilling_date_end', 'kgs_arrangement_date_start', 'kgs_arrangement_duration_days', 'kgs_arrangement_date_end', 'drilling_company', 'latitude', 'longitude', 'well_pad_plan_template_id', 'drilling_rig_id']"
246,"Таблица well_fields содержит информацию о точке бурения. Таблица имеет поля: Поле id - уникальный номер точки бурения, title - наименование точки бурения, coordinates_offset_to_the_east - координата offset-east, coordinates_offset_to_the_north - координата offset-north, is_hidden - признак скрытия, global_longitude - глобальная длина волны, global_latitude - глобальная ширина волны, crs_type - тип системы отсчетаreferential framework system.","well_fields: ['id', 'title', 'coordinates_offset_to_the_east', 'coordinates_offset_to_the_north', 'is_hidden', 'global_longitude', 'global_latitude', 'crs_type']"
247,"Таблица well_plans содержит информацию о проектах скважин. Таблица имеет поля:  id - уникальный идентификатор проекта скважины, title - название проекта скважины, item_order - порядковый номер проекта, wellprofile_type - тип профиль скважины, well_pad_plan_id - идентификатор плана площадки скважины, well_plan_template_id - идентификатор шаблона проекта скважины, drilling_date_start - начальная дата бурения, drilling_date_end - окончательная дата бурения, sinking - затопление скважины, distance - расстояние скважины, coordinate_x - координата X скважины, coordinate_y - координата Y скважины, tvdss - глубина скважины, with_disassembling - наличие разбора, completion_plan_template_id - идентификатор шаблона плана завершения, completion_date_start - начальная дата завершения, completion_date_end - окончательная дата завершения, kgs_date_start - начальная дата реализации графика, kgs_date_end - окончательная дата реализации графика.","well_plans: ['title', 'item_order', 'wellprofile_type', 'well_pad_plan_id', 'well_plan_template_id', 'drilling_date_start', 'drilling_date_end', 'sinking', 'distance', 'coordinate_x', 'coordinate_y', 'tvdss', 'with_disassembling', 'completion_plan_template_id', 'completion_date_start', 'completion_date_end', 'kgs_date_start', 'kgs_date_end', 'id']"
248,"Таблица nci_casing_column_diameters содержит информацию о диаметрах колонн насечного водоотвода. Таблица имеет поля: id - идентификатор записи, value - диаметр колонн насечного водоотвода, tnd_type - тип насечного водоотвода, tnd_data - дополнительные данные насечного водоотвода.","nci_casing_column_diameters: ['id', 'value', 'tnd_type', 'tnd_data']"
249,"Таблица nci_open_hole_diameters содержит информацию о диаметрах открытых скважин. Таблица имеет поля: id, value.","nci_open_hole_diameters: ['id', 'value']"
250,"Таблица auto_drilling_program_function содержит информацию о функциях программ бурения. Таблица имеет поля:  Поле id - идентификатор функции,  version - версия функции,  auto_drilling_program_operation_id - идентификатор операции программ бурения,  type - тип функции,  item_order - порядок элемента,  params - параметры функции.","auto_drilling_program_function: ['id', 'version', 'auto_drilling_program_operation_id', 'type', 'item_order', 'params']"
251,"Таблица nci_chisel_type содержит информацию о типах наклёsíков. Таблица имеет поля: id - идентификатор типа наклёsíка, value - значение типа наклёsíка.","nci_chisel_type: ['id', 'value']"
